Drug,Target,label,pChEMBL ,Drug_phase,Target_type,Target_cluster,Drug_cluster,
CHEMBL408564,CHEMBL2850,Positive,8.15,0,Enzyme_Kinase,1,3,
CHEMBL1336,CHEMBL5122,Positive,8.15,4,Enzyme_Kinase,2,1,
CHEMBL1794057,CHEMBL2815,Positive,8.15,0,Enzyme_Kinase,2,1,
CHEMBL103667,CHEMBL3961,Positive,8.15,2,Enzyme_Kinase,1,0,
CHEMBL1336,CHEMBL1169596,Positive,8.15,4,Enzyme_Kinase,2,1,
CHEMBL514138,CHEMBL280,Positive,8.142222222,0,Enzyme_Protease,0,2,
CHEMBL388978,CHEMBL2534,Positive,8.14,0,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL5198,Positive,8.14,0,Enzyme_Kinase,1,0,
CHEMBL535,CHEMBL1913,Positive,8.136,4,Enzyme_Kinase,2,0,
CHEMBL1336,CHEMBL2041,Positive,8.135,4,Enzyme_Kinase,2,1,
CHEMBL428877,CHEMBL260,Positive,8.13,0,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL3650,Positive,8.125,0,Enzyme_Kinase,2,0,
CHEMBL247228,CHEMBL1955,Positive,8.12,0,Enzyme_Kinase,2,1,
CHEMBL2425654,CHEMBL3397,Positive,8.11,0,Enzyme_Cytochrome P450,0,3,
CHEMBL1173655,CHEMBL1824,Positive,8.103333333,4,Enzyme_Kinase,2,0,
CHEMBL139,CHEMBL2157,Positive,8.1,4,Secreted_protein,0,1,
CHEMBL4245507,CHEMBL3231,Positive,8.1,0,Enzyme_Kinase,1,0,
CHEMBL288441,CHEMBL3905,Positive,8.1,4,Enzyme_Kinase,2,0,
CHEMBL1794056,CHEMBL2815,Positive,8.1,0,Enzyme_Kinase,2,3,
CHEMBL1081312,CHEMBL3234,Positive,8.1,0,Enzyme_Kinase,2,3,
CHEMBL1241674,CHEMBL2842,Positive,8.1,0,Enzyme_Kinase,0,3,
CHEMBL1233882,CHEMBL3142,Positive,8.1,0,Enzyme_Kinase,0,3,
CHEMBL1233882,CHEMBL3268,Positive,8.1,0,Enzyme_Transferase,0,3,
CHEMBL176857,CHEMBL2815,Positive,8.1,0,Enzyme_Kinase,2,1,
CHEMBL1794065,CHEMBL2431,Positive,8.1,0,Enzyme_Kinase,1,0,
CHEMBL69757,CHEMBL262,Positive,8.1,0,Enzyme_Kinase,1,3,
CHEMBL1794066,CHEMBL2431,Positive,8.1,0,Enzyme_Kinase,1,0,
CHEMBL65884,CHEMBL262,Positive,8.1,0,Enzyme_Kinase,1,3,
CHEMBL388978,CHEMBL5784,Positive,8.1,0,Enzyme_Kinase,1,0,
CHEMBL1794066,CHEMBL4282,Positive,8.1,0,Enzyme_Kinase,1,0,
CHEMBL502835,CHEMBL279,Positive,8.095,4,Enzyme_Kinase,2,0,
CHEMBL502835,CHEMBL1955,Positive,8.095,4,Enzyme_Kinase,2,0,
CHEMBL247228,CHEMBL1868,Positive,8.09,0,Enzyme_Kinase,2,1,
CHEMBL388978,CHEMBL5455,Positive,8.09,0,Enzyme_Kinase,2,0,
CHEMBL4128926,CHEMBL4429,Positive,8.09,0,membrance_receptor,0,2,
CHEMBL601719,CHEMBL3717,Positive,8.0865,4,Enzyme_Kinase,2,0,
CHEMBL2152768,CHEMBL3130,Positive,8.08,0,Enzyme_Transferase,0,0,
CHEMBL388978,CHEMBL2973,Positive,8.08,0,Enzyme_Kinase,1,0,
CHEMBL288441,CHEMBL3290,Positive,8.07,4,Enzyme_Kinase,2,0,
CHEMBL1081312,CHEMBL1862,Positive,8.066666667,0,Enzyme_Kinase,2,3,
CHEMBL223360,CHEMBL1868,Positive,8.066666667,3,Enzyme_Kinase,2,3,
CHEMBL553,CHEMBL203,Positive,8.064074074,4,Enzyme_Kinase,2,0,
CHEMBL865,CHEMBL230,Positive,8.0625,4,Enzyme_Oxidoreductase,0,2,
CHEMBL388978,CHEMBL2431,Positive,8.0575,0,Enzyme_Kinase,1,0,
CHEMBL325041,CHEMBL4662,Positive,8.053333333,4,Enzyme_Protease,0,2,
CHEMBL260138,CHEMBL262,Positive,8.05,0,Enzyme_Kinase,1,2,
CHEMBL185238,CHEMBL4439,Positive,8.05,0,Enzyme_Kinase,3,3,
CHEMBL223360,CHEMBL1974,Positive,8.05,3,Enzyme_Kinase,2,3,
CHEMBL514499,CHEMBL4897,Positive,8.05,0,Enzyme_Kinase,1,1,
CHEMBL272165,CHEMBL301,Positive,8.05,0,Enzyme_Kinase,1,2,
CHEMBL535,CHEMBL1955,Positive,8.05,4,Enzyme_Kinase,2,0,
CHEMBL506414,CHEMBL203,Positive,8.05,0,Enzyme_Kinase,2,1,
CHEMBL494089,CHEMBL4816,Positive,8.05,1,Enzyme_Kinase,1,0,
CHEMBL249097,CHEMBL5251,Positive,8.05,0,Enzyme_Kinase,2,1,
CHEMBL535,CHEMBL4895,Positive,8.05,4,Enzyme_Kinase,2,0,
CHEMBL1421,CHEMBL4601,Positive,8.05,4,Enzyme_Kinase,2,0,
CHEMBL258721,CHEMBL3116,Positive,8.05,0,Enzyme_Kinase,1,0,
CHEMBL406821,CHEMBL2973,Positive,8.046666667,0,Enzyme_Kinase,1,2,
CHEMBL514138,CHEMBL333,Positive,8.045,0,Enzyme_Protease,0,2,
CHEMBL1254209,CHEMBL4501,Positive,8.04,0,Enzyme_Kinase,1,0,
CHEMBL103104,CHEMBL301,Positive,8.04,0,Enzyme_Kinase,1,2,
CHEMBL4128926,CHEMBL251,Positive,8.04,0,membrance_receptor,0,2,
CHEMBL388978,CHEMBL2803,Positive,8.035,0,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL4282,Positive,8.0325,0,Enzyme_Kinase,1,0,
CHEMBL514138,CHEMBL321,Positive,8.026363636,0,Enzyme_Protease,0,2,
CHEMBL502835,CHEMBL2007,Positive,8.025,4,Enzyme_Kinase,2,0,
CHEMBL99,CHEMBL1865,Positive,8.022571429,1,Epigenetic_regulation,0,1,
CHEMBL573339,CHEMBL4005,Positive,8.021578947,0,Enzyme_Transferase,0,0,
CHEMBL1230609,CHEMBL1913,Positive,8.02,2,Enzyme_Kinase,2,0,
CHEMBL408019,CHEMBL262,Positive,8.01,0,Enzyme_Kinase,1,3,
CHEMBL551079,CHEMBL3024,Positive,8.01,0,Enzyme_Kinase,1,0,
CHEMBL522892,CHEMBL4527,Positive,8.003333333,3,Enzyme_Kinase,1,0,
CHEMBL99,CHEMBL325,Positive,8.002444444,1,Epigenetic_regulation,0,1,
CHEMBL306865,CHEMBL262,Positive,8,0,Enzyme_Kinase,1,3,
CHEMBL406845,CHEMBL1841,Positive,8,0,Enzyme_Kinase,2,3,
CHEMBL98,CHEMBL1163125,Positive,8,4,Epigenetic_regulation,0,1,
CHEMBL494089,CHEMBL4482,Positive,8,1,Enzyme_Kinase,1,0,
CHEMBL44,CHEMBL3429,Positive,8,2,Trascription_factor,0,1,
CHEMBL54,CHEMBL234,Positive,8,4,membrance_receptor,0,0,
CHEMBL445813,CHEMBL3116,Positive,8,2,Enzyme_Kinase,1,0,
CHEMBL1163559,CHEMBL4247,Positive,8,0,Enzyme_Kinase,2,0,
CHEMBL218932,CHEMBL1906,Positive,8,0,Enzyme_Kinase,2,1,
CHEMBL1794065,CHEMBL4282,Positive,8,0,Enzyme_Kinase,1,0,
CHEMBL13485,CHEMBL1936,Positive,8,0,Enzyme_Kinase,2,0,
CHEMBL1241578,CHEMBL267,Positive,8,0,Enzyme_Kinase,2,3,
CHEMBL1163566,CHEMBL4247,Positive,8,0,Enzyme_Kinase,2,0,
CHEMBL3298678,CHEMBL301,Positive,8,0,Enzyme_Kinase,1,0,
CHEMBL715,CHEMBL217,Positive,8,4,membrance_receptor,0,0,
CHEMBL269827,CHEMBL308,Positive,8,0,Enzyme_Kinase,1,2,
CHEMBL288441,CHEMBL5330,Positive,8,4,Enzyme_Kinase,1,0,
CHEMBL6291,CHEMBL3906,Positive,8,0,Enzyme_Kinase,1,0,
CHEMBL6291,CHEMBL2345,Positive,8,0,Enzyme_Kinase,1,0,
CHEMBL1081312,CHEMBL2842,Positive,8,0,Enzyme_Kinase,0,3,
CHEMBL1164180,CHEMBL4247,Positive,8,0,Enzyme_Kinase,2,0,
CHEMBL495696,CHEMBL262,Positive,8,0,Enzyme_Kinase,1,3,
CHEMBL273564,CHEMBL4128,Positive,7.99,0,Enzyme_Kinase,2,1,
CHEMBL2204495,CHEMBL1075104,Positive,7.98,0,Enzyme_Kinase,2,1,
CHEMBL85,CHEMBL229,Positive,7.98,4,membrance_receptor,0,0,
CHEMBL388978,CHEMBL1868,Positive,7.97,0,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL4895,Positive,7.96,0,Enzyme_Kinase,2,0,
CHEMBL483321,CHEMBL1824,Positive,7.96,2,Enzyme_Kinase,2,0,
CHEMBL1794050,CHEMBL1906,Positive,7.96,0,Enzyme_Kinase,2,1,
CHEMBL407002,CHEMBL262,Positive,7.96,0,Enzyme_Kinase,1,3,
CHEMBL407002,CHEMBL2850,Positive,7.96,0,Enzyme_Kinase,1,3,
CHEMBL478629,CHEMBL2068,Positive,7.96,0,Enzyme_Kinase,2,0,
CHEMBL1164265,CHEMBL4247,Positive,7.96,0,Enzyme_Kinase,2,0,
CHEMBL514409,CHEMBL4722,Positive,7.96,0,Enzyme_Kinase,1,2,
CHEMBL517907,CHEMBL203,Positive,7.96,0,Enzyme_Kinase,2,2,
CHEMBL1164181,CHEMBL4247,Positive,7.96,0,Enzyme_Kinase,2,0,
CHEMBL478629,CHEMBL1868,Positive,7.96,0,Enzyme_Kinase,2,0,
CHEMBL1230609,CHEMBL4895,Positive,7.96,2,Enzyme_Kinase,2,0,
CHEMBL522892,CHEMBL3650,Positive,7.96,3,Enzyme_Kinase,2,0,
CHEMBL478629,CHEMBL4718,Positive,7.96,0,Enzyme_Kinase,1,0,
CHEMBL573339,CHEMBL3130,Positive,7.9575,0,Enzyme_Transferase,0,0,
CHEMBL573339,CHEMBL3142,Positive,7.953333333,0,Enzyme_Kinase,0,0,
CHEMBL458415,CHEMBL1957,Positive,7.95,0,Enzyme_Kinase,2,0,
CHEMBL39,CHEMBL1898,Positive,7.95,3,membrance_receptor,0,0,
CHEMBL272629,CHEMBL262,Positive,7.95,0,Enzyme_Kinase,1,0,
CHEMBL573339,CHEMBL3145,Positive,7.932222222,0,Enzyme_Transferase,0,0,
CHEMBL428496,CHEMBL3024,Positive,7.93,0,Enzyme_Kinase,1,0,
CHEMBL1336,CHEMBL1906,Positive,7.926842105,4,Enzyme_Kinase,2,1,
CHEMBL31965,CHEMBL3009,Positive,7.925,3,Enzyme_Kinase,2,0,
CHEMBL464552,CHEMBL1981,Positive,7.92,0,Enzyme_Kinase,2,0,
CHEMBL220491,CHEMBL205,Positive,7.92,4,Enzyme_Lyase,0,2,
CHEMBL205158,CHEMBL4439,Positive,7.92,0,Enzyme_Kinase,3,0,
CHEMBL409892,CHEMBL308,Positive,7.92,0,Enzyme_Kinase,1,2,
CHEMBL272028,CHEMBL301,Positive,7.92,0,Enzyme_Kinase,1,2,
CHEMBL408019,CHEMBL2850,Positive,7.92,0,Enzyme_Kinase,1,3,
CHEMBL237570,CHEMBL4128,Positive,7.92,0,Enzyme_Kinase,2,2,
CHEMBL28,CHEMBL220,Positive,7.92,0,Enzyme_Hydrolase,0,1,
CHEMBL1908842,CHEMBL4895,Positive,7.92,0,Enzyme_Kinase,2,0,
CHEMBL105442,CHEMBL1906,Positive,7.92,2,Enzyme_Kinase,2,1,
CHEMBL509032,CHEMBL4128,Positive,7.92,0,Enzyme_Kinase,2,2,
CHEMBL205798,CHEMBL203,Positive,7.92,0,Enzyme_Kinase,2,1,
CHEMBL1336,CHEMBL2409,Positive,7.92,4,Enzyme_Protease,0,1,
CHEMBL381604,CHEMBL1824,Positive,7.92,0,Enzyme_Kinase,2,1,
CHEMBL513897,CHEMBL2276,Positive,7.92,0,Enzyme_Kinase,1,0,
CHEMBL1873475,CHEMBL2959,Positive,7.915,4,Enzyme_Kinase,2,0,
CHEMBL95,CHEMBL2487,Positive,7.91,4,membrance_receptor,0,3,
CHEMBL191003,CHEMBL4036,Positive,7.9,0,Enzyme_Kinase,1,2,
CHEMBL103115,CHEMBL301,Positive,7.9,0,Enzyme_Kinase,1,2,
CHEMBL223360,CHEMBL279,Positive,7.898571429,3,Enzyme_Kinase,2,3,
CHEMBL99,CHEMBL1829,Positive,7.898235294,1,Epigenetic_regulation,0,1,
CHEMBL221959,CHEMBL2971,Positive,7.8976,4,Enzyme_Kinase,2,0,
CHEMBL941,CHEMBL2007,Positive,7.8975,4,Enzyme_Kinase,2,0,
CHEMBL34259,CHEMBL202,Positive,7.892115385,4,Enzyme_Oxidoreductase,0,0,
CHEMBL1276308,CHEMBL1871,Positive,7.89,4,Trascription_factor,0,0,
CHEMBL428496,CHEMBL3145,Positive,7.89,0,Enzyme_Transferase,0,0,
CHEMBL205798,CHEMBL1824,Positive,7.89,0,Enzyme_Kinase,2,1,
CHEMBL494089,CHEMBL2431,Positive,7.89,1,Enzyme_Kinase,1,0,
CHEMBL281948,CHEMBL2815,Positive,7.89,0,Enzyme_Kinase,2,0,
CHEMBL1794052,CHEMBL1906,Positive,7.89,0,Enzyme_Kinase,2,1,
CHEMBL19,CHEMBL205,Positive,7.8825,4,Enzyme_Lyase,0,2,
CHEMBL601719,CHEMBL5568,Positive,7.882,4,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL2742,Positive,7.882,0,Enzyme_Kinase,2,0,
CHEMBL222102,CHEMBL3797,Positive,7.88,0,Enzyme_Kinase,0,0,
CHEMBL1908397,CHEMBL1974,Positive,7.88,1,Enzyme_Kinase,2,0,
CHEMBL38,CHEMBL2008,Positive,7.8725,4,Trascription_factor,0,1,
CHEMBL2018302,CHEMBL1865,Positive,7.8725,0,Epigenetic_regulation,0,0,
CHEMBL247228,CHEMBL4128,Positive,7.87,0,Enzyme_Kinase,2,1,
CHEMBL554,CHEMBL203,Positive,7.861304348,4,Enzyme_Kinase,2,2,
CHEMBL388978,CHEMBL2147,Positive,7.858888889,0,Enzyme_Kinase,1,0,
CHEMBL1873475,CHEMBL2041,Positive,7.855,4,Enzyme_Kinase,2,0,
CHEMBL1421,CHEMBL1936,Positive,7.85,4,Enzyme_Kinase,2,0,
CHEMBL460702,CHEMBL5331,Positive,7.85,2,Enzyme_Kinase,2,1,
CHEMBL3746293,CHEMBL3834,Positive,7.85,0,Enzyme_Kinase,2,0,
CHEMBL223360,CHEMBL5719,Positive,7.85,3,Enzyme_Kinase,1,3,
CHEMBL104279,CHEMBL2599,Positive,7.85,0,Enzyme_Kinase,2,2,
CHEMBL1081312,CHEMBL267,Positive,7.85,0,Enzyme_Kinase,2,3,
CHEMBL249097,CHEMBL258,Positive,7.85,0,Enzyme_Kinase,2,1,
CHEMBL514938,CHEMBL1824,Positive,7.85,0,Enzyme_Kinase,2,1,
CHEMBL388978,CHEMBL2343,Positive,7.85,0,Enzyme_Kinase,1,0,
CHEMBL494089,CHEMBL2996,Positive,7.85,1,Enzyme_Kinase,1,0,
CHEMBL535,CHEMBL1936,Positive,7.848888889,4,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL3778,Positive,7.84,0,Enzyme_Kinase,2,0,
CHEMBL450786,CHEMBL3717,Positive,7.84,0,Enzyme_Kinase,2,2,
CHEMBL939,CHEMBL203,Positive,7.835789474,4,Enzyme_Kinase,2,0,
CHEMBL180022,CHEMBL1824,Positive,7.82,4,Enzyme_Kinase,2,0,
CHEMBL1230790,CHEMBL267,Positive,7.82,0,Enzyme_Kinase,2,3,
CHEMBL50894,CHEMBL301,Positive,7.82,0,Enzyme_Kinase,1,2,
CHEMBL566515,CHEMBL4901,Positive,7.82,0,Enzyme_Kinase,2,1,
CHEMBL270544,CHEMBL308,Positive,7.82,0,Enzyme_Kinase,1,2,
CHEMBL223360,CHEMBL2007,Positive,7.82,3,Enzyme_Kinase,2,3,
CHEMBL506153,CHEMBL4237,Positive,7.82,0,Enzyme_Kinase,1,0,
CHEMBL1287853,CHEMBL1974,Positive,7.82,3,Enzyme_Kinase,2,2,
CHEMBL1908842,CHEMBL2815,Positive,7.82,0,Enzyme_Kinase,2,0,
CHEMBL304428,CHEMBL4630,Positive,7.82,0,Enzyme_Kinase,1,1,
CHEMBL514938,CHEMBL203,Positive,7.82,0,Enzyme_Kinase,2,1,
CHEMBL388978,CHEMBL1936,Positive,7.818571429,0,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL1844,Positive,7.816666667,0,Enzyme_Kinase,2,0,
CHEMBL223360,CHEMBL1936,Positive,7.816666667,3,Enzyme_Kinase,2,3,
CHEMBL179583,CHEMBL2527,Positive,7.81,0,Enzyme_Kinase,1,1,
CHEMBL554,CHEMBL1824,Positive,7.808888889,4,Enzyme_Kinase,2,2,
CHEMBL388978,CHEMBL279,Positive,7.805416667,0,Enzyme_Kinase,2,0,
CHEMBL81,CHEMBL242,Positive,7.802941176,4,Trascription_factor,0,0,
CHEMBL99,CHEMBL5103,Positive,7.8,1,Epigenetic_regulation,0,1,
CHEMBL502835,CHEMBL258,Positive,7.8,4,Enzyme_Kinase,2,0,
CHEMBL4278763,CHEMBL5903,Positive,7.8,0,Enzyme_Kinase,3,2,
CHEMBL468963,CHEMBL262,Positive,7.8,0,Enzyme_Kinase,1,0,
CHEMBL118,CHEMBL3594,Positive,7.8,4,Enzyme_Lyase,0,2,
CHEMBL359963,CHEMBL262,Positive,7.8,0,Enzyme_Kinase,1,3,
CHEMBL10,CHEMBL5014,Positive,7.8,0,Enzyme_Kinase,2,2,
CHEMBL478629,CHEMBL258,Positive,7.8,0,Enzyme_Kinase,2,0,
CHEMBL365663,CHEMBL4439,Positive,7.795,0,Enzyme_Kinase,3,3,
CHEMBL21156,CHEMBL2148,Positive,7.79,0,Enzyme_Kinase,2,1,
CHEMBL514138,CHEMBL3869,Positive,7.786666667,0,Enzyme_Protease,0,2,
CHEMBL7463,CHEMBL2996,Positive,7.78,0,Enzyme_Kinase,1,0,
CHEMBL514138,CHEMBL283,Positive,7.776,0,Enzyme_Protease,0,2,
CHEMBL460702,CHEMBL1974,Positive,7.775,2,Enzyme_Kinase,2,1,
CHEMBL1233881,CHEMBL4005,Positive,7.77,0,Enzyme_Transferase,0,3,
CHEMBL1241578,CHEMBL3142,Positive,7.77,0,Enzyme_Kinase,0,3,
CHEMBL1233882,CHEMBL4005,Positive,7.77,0,Enzyme_Transferase,0,3,
CHEMBL1163565,CHEMBL4247,Positive,7.77,0,Enzyme_Kinase,2,0,
CHEMBL1096634,CHEMBL4816,Positive,7.77,0,Enzyme_Kinase,1,0,
CHEMBL1241578,CHEMBL3268,Positive,7.77,0,Enzyme_Transferase,0,3,
CHEMBL366266,CHEMBL2148,Positive,7.77,0,Enzyme_Kinase,2,0,
CHEMBL573339,CHEMBL2842,Positive,7.761538462,0,Enzyme_Kinase,0,0,
CHEMBL1289494,CHEMBL3290,Positive,7.76,4,Enzyme_Kinase,2,1,
CHEMBL38,CHEMBL2055,Positive,7.7575,4,Trascription_factor,0,1,
CHEMBL2205766,CHEMBL3267,Positive,7.755,0,Enzyme_Transferase,0,2,
CHEMBL300138,CHEMBL3045,Positive,7.753333333,3,Enzyme_Kinase,1,0,
CHEMBL3359895,CHEMBL220,Positive,7.75,0,Enzyme_Hydrolase,0,0,
CHEMBL4128926,CHEMBL216,Positive,7.75,0,membrance_receptor,0,2,
CHEMBL1081312,CHEMBL279,Positive,7.743333333,0,Enzyme_Kinase,2,3,
CHEMBL1336,CHEMBL3385,Positive,7.74,4,Enzyme_Kinase,1,1,
CHEMBL276711,CHEMBL1868,Positive,7.735,3,Enzyme_Kinase,2,1,
CHEMBL257167,CHEMBL1991,Positive,7.7275,0,Enzyme_Kinase,1,1,
CHEMBL139,CHEMBL221,Positive,7.725714286,4,Enzyme_Oxidoreductase,0,1,
CHEMBL388978,CHEMBL3045,Positive,7.724444444,0,Enzyme_Kinase,1,0,
CHEMBL509032,CHEMBL3650,Positive,7.72,0,Enzyme_Kinase,2,2,
CHEMBL494089,CHEMBL3045,Positive,7.72,1,Enzyme_Kinase,1,0,
CHEMBL282342,CHEMBL2599,Positive,7.72,0,Enzyme_Kinase,2,0,
CHEMBL269883,CHEMBL308,Positive,7.72,0,Enzyme_Kinase,1,2,
CHEMBL388978,CHEMBL2292,Positive,7.72,0,Enzyme_Kinase,1,0,
CHEMBL1422,CHEMBL284,Positive,7.717567568,4,Enzyme_Protease,0,0,
CHEMBL502,CHEMBL220,Positive,7.715223881,4,Enzyme_Hydrolase,0,0,
CHEMBL275798,CHEMBL260,Positive,7.715,0,Enzyme_Kinase,1,0,
CHEMBL103667,CHEMBL260,Positive,7.711,2,Enzyme_Kinase,1,0,
CHEMBL274064,CHEMBL260,Positive,7.71,0,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL2428,Positive,7.7,0,Enzyme_Kinase,1,0,
CHEMBL352222,CHEMBL262,Positive,7.7,0,Enzyme_Kinase,1,1,
CHEMBL1096626,CHEMBL2431,Positive,7.7,0,Enzyme_Kinase,1,0,
CHEMBL101683,CHEMBL279,Positive,7.7,0,Enzyme_Kinase,2,1,
CHEMBL30432,CHEMBL3009,Positive,7.7,0,Enzyme_Kinase,2,3,
CHEMBL605003,CHEMBL2073,Positive,7.7,0,Enzyme_Kinase,2,2,
CHEMBL428690,CHEMBL3116,Positive,7.7,3,Enzyme_Kinase,1,0,
CHEMBL558752,CHEMBL1936,Positive,7.7,2,Enzyme_Kinase,2,3,
CHEMBL1096634,CHEMBL2431,Positive,7.7,0,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL1991,Positive,7.69,0,Enzyme_Kinase,1,0,
CHEMBL535,CHEMBL1075104,Positive,7.685,4,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL262,Positive,7.682857143,0,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL3587,Positive,7.681666667,0,Enzyme_Kinase,1,0,
CHEMBL99,CHEMBL1937,Positive,7.68,1,Epigenetic_regulation,0,1,
CHEMBL361237,CHEMBL4439,Positive,7.68,0,Enzyme_Kinase,3,3,
CHEMBL241517,CHEMBL5147,Positive,7.68,0,Enzyme_Kinase,2,2,
CHEMBL118,CHEMBL205,Positive,7.68,4,Enzyme_Lyase,0,2,
CHEMBL494089,CHEMBL3582,Positive,7.68,1,Enzyme_Kinase,1,0,
CHEMBL551079,CHEMBL5938,Positive,7.68,0,Enzyme_Kinase,1,0,
CHEMBL1794070,CHEMBL3835,Positive,7.68,0,Enzyme_Kinase,1,0,
CHEMBL387187,CHEMBL203,Positive,7.68,0,Enzyme_Kinase,2,1,
CHEMBL4128926,CHEMBL3157,Positive,7.68,0,membrance_receptor,0,2,
CHEMBL388978,CHEMBL1981,Positive,7.676666667,0,Enzyme_Kinase,2,0,
CHEMBL1336,CHEMBL279,Positive,7.676097561,4,Enzyme_Kinase,2,1,
CHEMBL135,CHEMBL1871,Positive,7.673333333,4,Trascription_factor,0,0,
CHEMBL384407,CHEMBL1824,Positive,7.66,0,Enzyme_Kinase,2,2,
CHEMBL126077,CHEMBL262,Positive,7.66,0,Enzyme_Kinase,1,1,
CHEMBL288441,CHEMBL2815,Positive,7.66,4,Enzyme_Kinase,2,0,
CHEMBL120077,CHEMBL1862,Positive,7.66,0,Enzyme_Kinase,2,3,
CHEMBL288441,CHEMBL5518,Positive,7.66,4,Enzyme_Kinase,1,0,
CHEMBL1929238,CHEMBL260,Positive,7.66,0,Enzyme_Kinase,1,0,
CHEMBL281948,CHEMBL2428,Positive,7.66,0,Enzyme_Kinase,1,0,
CHEMBL1096290,CHEMBL4816,Positive,7.66,0,Enzyme_Kinase,1,0,
CHEMBL221959,CHEMBL3553,Positive,7.65375,4,Enzyme_Kinase,2,0,
CHEMBL255863,CHEMBL5122,Positive,7.646666667,4,Enzyme_Kinase,2,3,
CHEMBL1336,CHEMBL1974,Positive,7.64,4,Enzyme_Kinase,2,1,
CHEMBL273611,CHEMBL260,Positive,7.64,0,Enzyme_Kinase,1,0,
CHEMBL275473,CHEMBL279,Positive,7.64,0,Enzyme_Kinase,2,2,
CHEMBL1230790,CHEMBL3234,Positive,7.64,0,Enzyme_Kinase,2,3,
CHEMBL47940,CHEMBL258,Positive,7.634,0,Enzyme_Kinase,2,3,
CHEMBL477772,CHEMBL279,Positive,7.624285714,4,Enzyme_Kinase,2,2,
CHEMBL202891,CHEMBL4439,Positive,7.62,0,Enzyme_Kinase,3,3,
CHEMBL223360,CHEMBL6002,Positive,7.62,3,Enzyme_Kinase,1,3,
CHEMBL103667,CHEMBL5122,Positive,7.61,2,Enzyme_Kinase,2,0,
CHEMBL386051,CHEMBL267,Positive,7.61,0,Enzyme_Kinase,2,1,
CHEMBL325041,CHEMBL5620,Positive,7.6,4,Enzyme_Protease,0,2,
CHEMBL1421,CHEMBL2007,Positive,7.6,4,Enzyme_Kinase,2,0,
CHEMBL103667,CHEMBL4128,Positive,7.6,2,Enzyme_Kinase,2,0,
CHEMBL417804,CHEMBL260,Positive,7.6,0,Enzyme_Kinase,1,0,
CHEMBL28,CHEMBL4878,Positive,7.6,0,Enzyme_Cytochrome P450,0,1,
CHEMBL272026,CHEMBL301,Positive,7.6,0,Enzyme_Kinase,1,2,
CHEMBL305477,CHEMBL262,Positive,7.6,0,Enzyme_Kinase,1,3,
CHEMBL212250,CHEMBL203,Positive,7.6,0,Enzyme_Kinase,2,2,
CHEMBL377300,CHEMBL279,Positive,7.59,3,Enzyme_Kinase,2,1,
CHEMBL388978,CHEMBL3980,Positive,7.59,0,Enzyme_Kinase,1,0,
CHEMBL512076,CHEMBL1824,Positive,7.58,0,Enzyme_Kinase,2,0,
CHEMBL502835,CHEMBL1974,Positive,7.58,4,Enzyme_Kinase,2,0,
CHEMBL249097,CHEMBL2599,Positive,7.58,0,Enzyme_Kinase,2,1,
CHEMBL573339,CHEMBL5554,Positive,7.58,0,Enzyme_Transferase,0,0,
CHEMBL95,CHEMBL1914,Positive,7.577222222,4,Enzyme_Hydrolase,0,3,
CHEMBL572878,CHEMBL2185,Positive,7.575,2,Enzyme_Kinase,1,0,
CHEMBL478629,CHEMBL279,Positive,7.573333333,0,Enzyme_Kinase,2,0,
CHEMBL31965,CHEMBL1824,Positive,7.573333333,3,Enzyme_Kinase,2,0,
CHEMBL388978,CHEMBL4204,Positive,7.57,0,Enzyme_Kinase,1,0,
CHEMBL7463,CHEMBL2147,Positive,7.57,0,Enzyme_Kinase,1,0,
CHEMBL288441,CHEMBL4898,Positive,7.57,4,Enzyme_Kinase,2,0,
CHEMBL1241578,CHEMBL3130,Positive,7.57,0,Enzyme_Transferase,0,3,
CHEMBL384407,CHEMBL203,Positive,7.57,0,Enzyme_Kinase,2,2,
CHEMBL865,CHEMBL3594,Positive,7.57,4,Enzyme_Lyase,0,2,
CHEMBL1336,CHEMBL5147,Positive,7.566,4,Enzyme_Kinase,2,1,
CHEMBL1614701,CHEMBL3587,Positive,7.553333333,3,Enzyme_Kinase,1,0,
CHEMBL388978,CHEMBL2938,Positive,7.552857143,0,Enzyme_Kinase,1,0,
CHEMBL601719,CHEMBL4898,Positive,7.55,4,Enzyme_Kinase,2,0,
CHEMBL181361,CHEMBL4439,Positive,7.55,0,Enzyme_Kinase,3,3,
CHEMBL1421,CHEMBL1913,Positive,7.55,4,Enzyme_Kinase,2,0,
CHEMBL517123,CHEMBL203,Positive,7.55,0,Enzyme_Kinase,2,0,
CHEMBL460702,CHEMBL2007,Positive,7.55,2,Enzyme_Kinase,2,1,
CHEMBL388978,CHEMBL2850,Positive,7.55,0,Enzyme_Kinase,1,0,
